HOG,OG,Gene Tree Parent Clade,A_aulacocarpa_prot,A_thaliana_prot,A_trichopoda_prot,C_sativus_prot,E_grandis_prot,G_maderense_prot,G_raimondii_prot,H_annuus_prot,L_chinense_prot,L_siphilitica_prot,M_acuminata_prot,O_biennis_prot,O_sativa_prot,P_maritima_prot,P_persica_prot,P_trichocarpa_prot,S_lycopersicum_prot,S_noctiflora_prot,S_polyrhiza_prot,V_vinifera_prot
N1.HOG0012693,OG0008750,n0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012694,OG0008751,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012695,OG0008752,n0,1,1,0,1,1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012696,OG0008753,n0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012697,OG0008754,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012698,OG0008755,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012699,OG0008756,n0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1
N1.HOG0012700,OG0008757,n0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1
N1.HOG0012701,OG0008758,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012702,OG0008759,n0,1,2,1,1,1,2,1,0,0,0,1,1,1,1,1,2,0,1,1,1
N1.HOG0012703,OG0008760,n0,1,1,1,0,1,1,2,0,0,1,2,1,0,1,1,2,1,1,1,1
N1.HOG0012704,OG0008761,n0,1,1,1,1,1,1,1,1,0,1,0,1,2,2,1,1,1,0,1,1
N1.HOG0012705,OG0008762,n0,1,1,1,1,1,0,2,1,0,1,2,0,1,1,1,2,1,0,1,1
N1.HOG0012706,OG0008763,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012707,OG0008764,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012708,OG0008765,n0,1,2,1,1,1,0,3,0,0,1,0,1,0,0,1,3,1,1,1,0
N1.HOG0012709,OG0008766,n0,1,1,1,1,1,0,2,0,0,1,3,0,1,0,1,1,2,1,1,1
N1.HOG0012710,OG0008767,n0,1,1,1,2,0,0,3,0,0,1,1,1,1,0,1,2,2,1,0,1
N1.HOG0012711,OG0008768,n0,1,0,1,0,3,0,1,0,0,0,1,0,1,0,4,5,0,0,0,2
N1.HOG0012712,OG0008769,n0,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1
N1.HOG0012713,OG0008770,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012714,OG0008771,n0,1,1,1,1,0,1,1,3,0,1,1,0,1,1,1,2,1,0,1,1
N1.HOG0012715,OG0008772,n0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012716,OG0008773,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,2,1,2,1,1
N1.HOG0012717,OG0008774,n0,1,1,1,1,1,0,1,0,0,2,1,1,1,1,1,2,1,1,1,1
N1.HOG0012718,OG0008775,n0,1,1,1,1,1,0,1,0,0,1,2,1,2,1,1,1,1,1,1,1
N1.HOG0012719,OG0008776,n0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,2,1,0,1,1
N1.HOG0012720,OG0008777,n0,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1
N1.HOG0012721,OG0008778,n0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,1,1,1,1
N1.HOG0012722,OG0008779,n0,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,0,1,1
N1.HOG0012723,OG0008780,n0,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,2,1,0,1,1
N1.HOG0012724,OG0008781,n0,1,1,1,0,1,1,2,0,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012725,OG0008782,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012726,OG0008783,n0,1,1,1,1,1,1,1,0,0,0,1,1,0,2,1,2,1,0,2,1
N1.HOG0012727,OG0008784,n0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012728,OG0008785,n0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1
N1.HOG0012729,OG0008786,n0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,2
N1.HOG0012730,OG0008787,n0,1,1,1,0,1,0,2,0,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012731,OG0008788,n0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,2,1,1,1,1
N1.HOG0012732,OG0008789,n0,1,1,1,1,1,0,3,0,0,1,2,1,1,1,1,1,1,0,1,1
N1.HOG0012733,OG0008790,n0,1,1,1,1,1,0,1,0,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012734,OG0008791,n0,1,1,1,1,1,0,1,1,0,1,1,1,2,0,1,1,2,1,0,1
N1.HOG0012735,OG0008792,n0,1,0,0,0,1,1,1,4,0,1,1,0,1,2,1,1,1,0,1,1
N1.HOG0012736,OG0008793,n0,1,2,0,1,1,0,1,0,0,1,1,0,1,1,2,2,1,1,1,1
N1.HOG0012737,OG0008794,n0,1,1,1,1,1,0,1,0,0,2,1,2,1,0,1,2,1,0,1,1
N1.HOG0012738,OG0008795,n0,1,1,1,0,1,1,1,0,0,2,2,1,1,0,1,1,2,0,1,2
N1.HOG0012739,OG0008796,n0,1,0,2,1,1,0,2,0,0,1,2,0,2,1,1,1,1,0,1,1
N1.HOG0012740,OG0008797,n0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012741,OG0008798,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012742,OG0008799,n0,1,1,1,0,1,1,2,0,0,1,1,1,1,0,1,2,1,1,1,1
N1.HOG0012743,OG0008800,n0,1,1,1,1,1,0,1,0,0,1,1,1,2,1,1,2,1,0,1,2
N1.HOG0012744,OG0008801,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1
N1.HOG0012745,OG0008802,n0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012746,OG0008803,n0,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1
N1.HOG0012747,OG0008804,n0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,2,1,1
N1.HOG0012748,OG0008805,n0,1,1,1,1,1,0,2,1,0,1,2,0,1,1,1,1,1,1,1,1
N1.HOG0012749,OG0008806,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012750,OG0008807,n0,1,1,1,1,1,0,2,0,0,1,2,1,1,1,1,2,1,0,1,1
N1.HOG0012751,OG0008808,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012752,OG0008809,n0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012753,OG0008810,n0,1,0,7,0,2,0,0,0,0,1,2,0,0,2,0,1,0,2,0,1
N1.HOG0012754,OG0008811,n0,1,1,1,1,1,1,1,0,0,2,1,0,3,0,1,2,1,0,1,1
N1.HOG0012755,OG0008812,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,0,1,1,1
N1.HOG0012756,OG0008813,n0,1,1,1,1,1,1,1,2,0,0,1,0,1,0,1,1,2,1,1,1
N1.HOG0012757,OG0008814,n0,1,2,1,0,1,2,1,1,0,2,1,1,0,1,1,0,1,1,1,1
N1.HOG0012758,OG0008815,n0,1,1,1,1,1,0,2,0,0,2,1,1,1,1,1,0,1,1,1,1
N1.HOG0012759,OG0008816,n0,1,1,1,1,0,1,1,0,0,1,2,1,1,1,1,2,1,1,1,0
N1.HOG0012760,OG0008817,n0,1,2,1,1,1,0,1,1,0,1,0,1,0,2,1,2,1,1,0,1
N1.HOG0012761,OG0008818,n0,1,2,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,0,0,1
N1.HOG0012762,OG0008819,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1
N1.HOG0012763,OG0008820,n0,1,0,1,0,3,0,2,1,0,0,1,1,1,0,2,3,0,0,1,2
N1.HOG0012764,OG0008821,n0,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012765,OG0008822,n0,1,1,0,1,0,0,1,1,0,2,2,1,1,2,1,2,1,1,0,1
N1.HOG0012766,OG0008823,n0,1,1,0,1,1,1,2,1,0,1,1,0,1,2,1,1,2,0,1,1
N1.HOG0012767,OG0008824,n0,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012768,OG0008825,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,0,1
N1.HOG0012769,OG0008826,n0,1,1,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012770,OG0008827,n0,1,1,1,1,1,0,1,0,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012771,OG0008828,n0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012772,OG0008829,n0,1,1,1,1,2,0,2,4,0,0,1,0,1,0,1,2,1,0,0,1
N1.HOG0012773,OG0008830,n0,1,1,0,1,1,1,2,2,0,1,2,0,1,0,1,2,1,1,0,1
N1.HOG0012774,OG0008831,n0,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,2,0,1,1,1
N1.HOG0012775,OG0008832,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1
N1.HOG0012776,OG0008833,n0,1,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,0,0,1
N1.HOG0012777,OG0008834,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012778,OG0008835,n0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,0,1,2
N1.HOG0012779,OG0008836,n0,0,1,0,1,1,0,2,1,0,1,2,2,0,1,1,2,1,0,1,1
N1.HOG0012780,OG0008837,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1
N1.HOG0012781,OG0008838,n2,0,0,1,1,2,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
N1.HOG0012782,OG0008838,n15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0012783,OG0008839,n0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1
N1.HOG0012784,OG0008840,n0,0,2,1,1,1,0,1,1,0,1,2,1,1,0,1,2,1,0,1,1
N1.HOG0012785,OG0008841,n0,0,1,1,1,1,0,1,1,0,1,2,1,1,2,1,1,1,1,1,1
N1.HOG0012786,OG0008842,n0,0,2,1,1,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1
N1.HOG0012787,OG0008843,n0,0,1,1,1,1,0,1,1,0,2,1,0,2,1,1,2,1,2,0,1
N1.HOG0012788,OG0008844,n0,0,2,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012789,OG0008845,n0,0,1,1,0,1,0,1,1,0,1,2,1,2,0,1,2,1,1,1,1
N1.HOG0012790,OG0008846,n0,0,1,1,1,1,1,1,2,0,0,1,0,0,2,1,1,1,2,1,1
N1.HOG0012791,OG0008847,n0,0,1,0,1,1,0,1,4,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012792,OG0008848,n0,0,1,2,2,1,0,1,1,0,2,1,0,1,1,1,1,1,0,1,2
N1.HOG0012793,OG0008849,n0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012794,OG0008850,n0,0,1,1,1,1,0,1,3,0,1,1,1,1,1,2,1,1,0,1,1
N1.HOG0012795,OG0008851,n0,0,3,1,2,1,0,3,0,0,0,1,0,2,1,2,1,1,0,1,0
N1.HOG0012796,OG0008852,n0,0,2,1,1,2,0,2,1,0,1,1,0,1,2,1,1,1,0,1,1
N1.HOG0012797,OG0008853,n0,0,1,1,1,1,0,1,0,0,1,2,1,1,2,1,2,1,0,1,1
N1.HOG0012798,OG0008854,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012799,OG0008855,n0,0,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,0,3,1
N1.HOG0012800,OG0008856,n0,0,1,1,1,2,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012801,OG0008857,n0,0,1,1,1,1,0,1,2,0,2,1,1,1,1,1,1,1,1,1,1
N1.HOG0012802,OG0008858,n0,0,1,0,1,1,0,2,1,0,1,2,1,1,1,1,1,1,2,1,1
N1.HOG0012803,OG0008859,n0,0,1,0,1,2,0,2,0,0,1,1,1,1,0,1,2,3,0,1,2
N1.HOG0012804,OG0008860,n0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012805,OG0008861,n0,0,1,1,0,1,1,2,0,0,1,1,1,1,1,1,1,4,0,1,1
N1.HOG0012806,OG0008862,n0,0,1,1,1,1,0,3,0,0,0,2,3,1,0,1,2,1,0,1,1
N1.HOG0012807,OG0008863,n0,0,1,1,1,1,0,1,1,0,1,1,1,2,3,1,2,1,0,1,0
N1.HOG0012808,OG0008864,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,0,2,1
N1.HOG0012809,OG0008865,n0,0,4,1,2,1,0,2,1,0,0,0,0,0,1,2,3,1,0,0,1
N1.HOG0012810,OG0008866,n0,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,0,1,0
N1.HOG0012811,OG0008867,n0,0,1,1,1,2,0,1,1,0,0,1,1,1,3,1,1,1,1,1,1
N1.HOG0012812,OG0008868,n0,0,1,1,1,1,0,2,1,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012813,OG0008869,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012814,OG0008870,n0,0,2,1,1,1,0,1,1,0,0,1,0,2,0,2,3,1,1,1,1
N1.HOG0012815,OG0008871,n0,0,1,1,1,1,0,1,2,0,2,1,1,2,0,1,1,1,1,1,1
N1.HOG0012816,OG0008872,n0,0,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012817,OG0008873,n0,0,1,3,1,0,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012818,OG0008874,n0,0,1,1,1,1,1,1,3,0,1,1,1,0,1,2,1,1,0,1,1
N1.HOG0012819,OG0008875,n0,0,1,1,1,1,0,1,0,0,3,1,1,1,2,1,1,1,1,1,1
N1.HOG0012820,OG0008876,n0,0,2,1,1,0,0,2,3,0,1,0,2,0,0,1,2,3,0,0,1
N1.HOG0012821,OG0008877,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012822,OG0008878,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012823,OG0008879,n0,0,1,1,1,1,1,1,1,0,3,1,1,2,0,1,1,1,0,1,1
N1.HOG0012824,OG0008880,n0,0,2,1,1,1,0,1,2,0,2,2,0,1,0,1,2,1,0,1,1
N1.HOG0012825,OG0008881,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,2,1,1,1,1
N1.HOG0012826,OG0008882,n0,0,1,1,0,1,2,3,0,0,2,1,1,1,1,1,1,1,0,1,1
N1.HOG0012827,OG0008883,n0,0,2,1,2,3,0,2,1,0,1,0,0,0,1,1,2,2,0,1,0
N1.HOG0012828,OG0008884,n0,0,2,1,1,1,0,2,1,0,1,1,1,1,0,1,2,1,1,0,1
N1.HOG0012829,OG0008885,n0,0,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,1
N1.HOG0012830,OG0008886,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,1,1,1
N1.HOG0012831,OG0008887,n0,0,1,1,1,1,0,6,1,0,0,0,0,1,1,1,1,0,1,1,1
N1.HOG0012832,OG0008888,n0,0,1,1,1,1,1,2,2,0,1,1,1,1,1,1,2,1,0,1,0
N1.HOG0012833,OG0008889,n0,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1,1
N1.HOG0012834,OG0008890,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012835,OG0008891,n0,0,1,1,2,1,0,1,4,0,0,1,0,1,0,2,3,1,0,0,1
N1.HOG0012836,OG0008892,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012837,OG0008893,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012838,OG0008894,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,2,1,1
N1.HOG0012839,OG0008895,n0,0,1,1,1,1,0,1,2,0,1,2,1,1,1,2,1,1,0,1,1
N1.HOG0012840,OG0008896,n0,0,1,1,1,1,0,1,0,0,1,2,1,1,1,1,2,1,1,1,1
N1.HOG0012841,OG0008897,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012842,OG0008898,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1
N1.HOG0012843,OG0008899,n0,0,1,1,1,1,0,2,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012844,OG0008900,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012845,OG0008901,n0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1
N1.HOG0012846,OG0008902,n0,0,1,1,1,1,0,1,0,0,1,1,1,2,1,1,2,1,1,1,2
N1.HOG0012847,OG0008903,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,0,1,2
N1.HOG0012848,OG0008904,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012849,OG0008905,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,2,1,1,1
N1.HOG0012850,OG0008906,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1
N1.HOG0012851,OG0008907,n0,0,1,1,1,1,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1
N1.HOG0012852,OG0008908,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,3,1,1,1,0,1,1
N1.HOG0012853,OG0008909,n0,0,1,1,1,1,0,1,1,0,2,1,1,1,3,1,1,1,1,0,1
N1.HOG0012854,OG0008910,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012855,OG0008911,n0,0,1,0,1,1,0,1,0,0,2,1,1,1,2,1,2,1,1,1,1
N1.HOG0012856,OG0008912,n0,0,2,0,2,1,1,2,3,0,0,0,1,0,1,1,2,2,0,0,1
N1.HOG0012857,OG0008913,n0,0,1,1,0,1,0,2,2,0,1,1,1,1,0,1,1,1,2,1,1
N1.HOG0012858,OG0008914,n0,0,2,1,1,1,1,2,0,0,0,3,0,1,1,1,3,1,0,0,1
N1.HOG0012859,OG0008915,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,2,1,1
N1.HOG0012860,OG0008916,n0,0,1,1,1,1,0,1,1,0,1,3,1,1,0,1,2,1,0,1,1
N1.HOG0012861,OG0008917,n4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
N1.HOG0012862,OG0008917,n5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
N1.HOG0012863,OG0008917,n8,0,1,0,1,0,0,2,2,0,1,0,0,0,0,1,2,1,0,0,0
N1.HOG0012864,OG0008918,n0,0,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1
N1.HOG0012865,OG0008919,n0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,3,1,1
N1.HOG0012866,OG0008920,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,3,1,1,1,0,1,1
N1.HOG0012867,OG0008921,n0,0,1,1,1,1,0,3,0,0,2,1,1,1,1,1,1,1,1,1,1
N1.HOG0012868,OG0008922,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012869,OG0008923,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,2,0,1,1
N1.HOG0012870,OG0008924,n0,0,1,2,2,1,0,1,2,0,2,1,0,1,0,1,2,1,0,1,1
N1.HOG0012871,OG0008925,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,1,1,1
N1.HOG0012872,OG0008926,n0,0,3,1,1,1,0,3,2,0,1,1,1,0,0,1,2,1,0,0,1
N1.HOG0012873,OG0008927,n0,0,2,1,1,1,0,1,1,0,0,2,1,1,0,2,1,1,2,1,1
N1.HOG0012874,OG0008928,n0,0,2,0,1,1,0,1,1,0,0,3,0,1,0,1,4,2,1,1,0
N1.HOG0012875,OG0008929,n0,0,1,0,1,1,1,1,2,0,0,1,1,1,2,1,2,1,1,1,0
N1.HOG0012876,OG0008930,n0,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,2,2,0,1,1
N1.HOG0012877,OG0008931,n0,0,1,1,1,1,1,2,1,0,1,1,0,1,1,1,2,1,0,1,1
N1.HOG0012878,OG0008932,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,0,1,1
N1.HOG0012879,OG0008933,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012880,OG0008934,n0,0,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
N1.HOG0012881,OG0008935,n0,0,2,0,1,2,0,1,2,0,0,1,0,1,0,1,1,2,2,1,1
N1.HOG0012882,OG0008936,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,2,1,1,1,1
N1.HOG0012883,OG0008937,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,0,1,2,1,0,1,1
N1.HOG0012884,OG0008938,n0,0,1,1,1,1,0,2,3,0,0,4,0,1,0,1,1,1,0,1,1
N1.HOG0012885,OG0008939,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,1,0,1,1
N1.HOG0012886,OG0008940,n0,0,1,1,1,1,0,1,1,0,2,1,1,1,1,1,2,1,1,1,1
N1.HOG0012887,OG0008941,n0,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012888,OG0008942,n0,0,1,2,1,0,1,1,1,0,1,1,2,1,2,1,1,1,0,1,1
N1.HOG0012889,OG0008943,n0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
N1.HOG0012890,OG0008944,n0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,2,2,1,1
N1.HOG0012891,OG0008945,n0,0,1,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012892,OG0008946,n0,0,1,1,1,1,0,1,0,0,1,3,1,1,1,1,2,1,0,2,1
N1.HOG0012893,OG0008947,n0,0,1,1,1,1,0,1,0,0,1,1,2,1,3,1,1,1,1,1,1
N1.HOG0012894,OG0008948,n0,0,1,3,1,1,0,1,0,0,1,1,1,1,0,1,3,1,1,1,1
N1.HOG0012895,OG0008949,n0,0,1,1,1,1,1,1,0,0,2,1,1,1,2,1,1,1,0,1,1
N1.HOG0012896,OG0008950,n0,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1
N1.HOG0012897,OG0008951,n0,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,0,1,1
N1.HOG0012898,OG0008952,n0,0,1,0,0,1,1,2,1,0,1,2,1,1,1,1,2,1,0,1,2
N1.HOG0012899,OG0008953,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012900,OG0008954,n0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,0,1,1
N1.HOG0012901,OG0008955,n0,0,1,1,1,0,0,1,1,0,1,1,2,1,1,1,2,1,0,1,1
N1.HOG0012902,OG0008956,n0,0,1,1,1,1,0,2,1,0,1,1,1,1,0,1,1,1,0,1,3
N1.HOG0012903,OG0008957,n0,0,1,1,1,1,1,1,1,0,1,1,1,2,2,1,1,1,0,1,1
N1.HOG0012904,OG0008958,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1
N1.HOG0012905,OG0008959,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,2,1
N1.HOG0012906,OG0008960,n0,0,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,1
N1.HOG0012907,OG0008961,n0,0,1,1,1,1,1,1,3,0,1,1,1,1,0,1,2,1,0,1,1
N1.HOG0012908,OG0008962,n0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,1
N1.HOG0012909,OG0008963,n0,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,3,1,0,1,1
N1.HOG0012910,OG0008964,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
N1.HOG0012911,OG0008965,n0,0,2,1,1,1,0,1,2,0,1,1,0,1,1,1,1,1,0,1,1
N1.HOG0012912,OG0008966,n0,0,1,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,1,1
N1.HOG0012913,OG0008967,n0,0,1,1,1,1,1,1,2,0,1,1,1,0,1,1,1,1,1,1,1
N1.HOG0012914,OG0008968,n0,0,1,1,0,1,1,1,1,0,1,1,2,1,1,1,2,1,1,1,1
N1.HOG0012915,OG0008969,n0,0,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,1,2,1,1
N1.HOG0012916,OG0008970,n0,0,1,1,1,1,0,1,1,0,1,0,2,1,3,1,1,1,1,1,1
N1.HOG0012917,OG0008971,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1
N1.HOG0012918,OG0008972,n0,0,2,1,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,2,1
N1.HOG0012919,OG0008973,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,0,1
N1.HOG0012920,OG0008974,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,2,1
N1.HOG0012921,OG0008975,n0,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,2,1,1,1
N1.HOG0012922,OG0008976,n0,0,1,0,1,5,0,2,0,0,0,0,0,0,0,6,2,2,0,0,0
N1.HOG0012923,OG0008977,n0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1
N1.HOG0012924,OG0008978,n0,0,2,1,1,2,0,2,0,0,1,2,1,2,1,0,2,1,0,1,0
N1.HOG0012925,OG0008979,n0,0,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1
